order_id	order_item_id	product_id	seller_id	shipping_limit_date	price	freight_value	olist_orders_dataset.order_id	olist_orders_dataset.customer_id	olist_orders_dataset.order_status	olist_orders_dataset.order_purchase_timestamp	olist_orders_dataset.order_approved_at	olist_orders_dataset.order_delivered_carrier_date	olist_orders_dataset.order_delivered_customer_date	olist_orders_dataset.order_estimated_delivery_date	olist_sellers_dataset.seller_id	olist_sellers_dataset.seller_zip_code_prefix	olist_sellers_dataset.seller_city	olist_sellers_dataset.seller_state	olist_order_reviews_dataset.review_id	olist_order_reviews_dataset.order_id	olist_order_reviews_dataset.review_score	olist_order_reviews_dataset.review_comment_title	olist_order_reviews_dataset.review_comment_message	olist_order_reviews_dataset.review_creation_date	olist_order_reviews_dataset.review_answer_timestamp	olist_order_payments_dataset	olist_products_dataset.product_id	olist_products_dataset.product_category_name	olist_products_dataset.product_name_lenght	olist_products_dataset.product_description_lenght	olist_products_dataset.product_photos_qty	olist_products_dataset.product_weight_g	olist_products_dataset.product_length_cm	olist_products_dataset.product_height_cm	olist_products_dataset.product_width_cm	product_category_name_translation.Column1	product_category_name_translation.Column2	olist_order_payments_dataset.1.order_id	olist_order_payments_dataset.1.payment_sequential	olist_order_payments_dataset.1.payment_type	olist_order_payments_dataset.1.payment_installments	olist_order_payments_dataset.1.payment_value
10d9871bed9fb8d0887d3b9022edd1ff	1	d39421ec4cc2bf52e35f8bf00f1ec314	cc419e0650a3c5ba77189a1882b7556a	7/27/2017 2:32:38 AM	49.99	34.15	10d9871bed9fb8d0887d3b9022edd1ff	778d30bc8e6a57dac20217ae0838b95a	delivered	7/18/2017 4:17:23 PM	7/20/2017 2:40:06 AM	7/21/2017 11:59:28 AM	8/22/2017 8:51:23 PM	8/22/2017 12:00:00 AM	cc419e0650a3c5ba77189a1882b7556a	9015	santo andre	SP	231dd1df717e11fc5a91beb3be02cce6	10d9871bed9fb8d0887d3b9022edd1ff	3		O produto veio antes do dia esperado só não gostei porque veio duas peças iguais. 	8/23/2017 12:00:00 AM	8/23/2017 11:39:17 PM	[Table]	d39421ec4cc2bf52e35f8bf00f1ec314	beleza_saude	56	1534	1	1600	35	25	20	beleza_saude	health_beauty	10d9871bed9fb8d0887d3b9022edd1ff	1	boleto	1	84.14
2f781724d497e0d63c12e8ece70977e1	1	65266b2da20d04dbe00c5c2d3bb7859e	2c9e548be18521d1c43cde1c582c6de8	6/19/2018 2:17:25 AM	23.9	7.43	2f781724d497e0d63c12e8ece70977e1	47fc0b3e8d22c830d7c4f425fa819eb2	delivered	6/14/2018 9:22:06 PM	6/15/2018 2:17:25 AM	6/15/2018 1:37:00 PM	6/18/2018 9:24:40 PM	6/26/2018 12:00:00 AM	2c9e548be18521d1c43cde1c582c6de8	8752	mogi das cruzes	SP	33b9fbf30f1071105e2a5eb037bf1051	2f781724d497e0d63c12e8ece70977e1	5			6/19/2018 12:00:00 AM	6/22/2018 4:02:09 PM	[Table]	65266b2da20d04dbe00c5c2d3bb7859e	papelaria	38	316	4	250	51	15	15	papelaria	stationery	2f781724d497e0d63c12e8ece70977e1	1	boleto	1	31.33
87035570c6fd0cc3421349131411fdfe	1	4520766ec412348b8d4caa5e8a18c464	16090f2ca825584b5a147ab24aa30c86	6/26/2018 1:30:47 AM	27.49	12.85	87035570c6fd0cc3421349131411fdfe	848a74f166dd8555ddff084687ccf394	delivered	6/22/2018 10:39:55 PM	6/23/2018 1:40:00 AM	6/25/2018 8:05:00 AM	6/28/2018 10:14:32 PM	7/16/2018 12:00:00 AM	16090f2ca825584b5a147ab24aa30c86	12940	atibaia	SP	null	null	null	null	null	null	null	[Table]	4520766ec412348b8d4caa5e8a18c464	automotivo	59	956	1	50	16	16	17	automotivo	auto	87035570c6fd0cc3421349131411fdfe	1	credit_card	1	40.34
8bf34e270470d172db01882f498e9162	1	4520766ec412348b8d4caa5e8a18c464	16090f2ca825584b5a147ab24aa30c86	12/11/2017 4:12:21 AM	40	15.1	8bf34e270470d172db01882f498e9162	19ca718ca118d6c21c6b86e62cb17e38	delivered	12/3/2017 9:15:23 PM	12/5/2017 4:12:21 AM	12/7/2017 10:57:03 PM	1/5/2018 1:05:46 PM	1/2/2018 12:00:00 AM	16090f2ca825584b5a147ab24aa30c86	12940	atibaia	SP	401bb2107937f988b19d6e776abeb259	8bf34e270470d172db01882f498e9162	1		Houve avaria na embalagem. O produto foi para outro destino antes deste. A foto do produto não confere com o que recebi. O produto parece funcionar. Ainda não encontrei um aplicativo para testar	1/5/2018 12:00:00 AM	1/7/2018 10:42:48 AM	[Table]	4520766ec412348b8d4caa5e8a18c464	automotivo	59	956	1	50	16	16	17	automotivo	auto	8bf34e270470d172db01882f498e9162	1	boleto	1	55.1
de4090fd9b7900d46323b0c7c36b7128	1	387e781bdd254dd8821e6194af0fa8d7	9c690ceacd5c66731bf443ea810195cb	5/10/2018 10:35:22 AM	102.9	18.55	de4090fd9b7900d46323b0c7c36b7128	6f750933c4466edfcd08b82f4ddfd920	delivered	5/5/2018 10:27:28 AM	5/5/2018 10:35:22 AM	5/7/2018 2:11:00 PM	5/11/2018 11:58:49 PM	5/30/2018 12:00:00 AM	9c690ceacd5c66731bf443ea810195cb	37650	camanducaia	MG	317a22fbeac23df2d0e098bf85ab709b	de4090fd9b7900d46323b0c7c36b7128	5	Otimo produtos	Ainda nao instalei mais gostei muito	5/12/2018 12:00:00 AM	5/15/2018 3:25:37 AM	[Table]	387e781bdd254dd8821e6194af0fa8d7	utilidades_domesticas	63	497	1	9950	47	20	60	utilidades_domesticas	housewares	de4090fd9b7900d46323b0c7c36b7128	1	credit_card	2	121.45
76c6e866289321a7c93b82b54852dc33	1	ac1789e492dcd698c5c10b97a671243a	63b9ae557efed31d1f7687917d248a8d	1/27/2017 6:29:09 PM	19.9	16.05	76c6e866289321a7c93b82b54852dc33	f54a9f0e6b351c431402b8461ea51999	delivered	1/23/2017 6:29:09 PM	1/25/2017 2:50:47 AM	1/26/2017 2:16:31 PM	2/2/2017 2:08:10 PM	3/6/2017 12:00:00 AM	63b9ae557efed31d1f7687917d248a8d	13720	sao jose do rio pardo	SP	fc4af8aea8ec3f1a3cd181d3d0cadbd5	76c6e866289321a7c93b82b54852dc33	1			2/3/2017 12:00:00 AM	2/5/2017 1:58:35 AM	[Table]	ac1789e492dcd698c5c10b97a671243a	moveis_decoracao	41	432	2	300	35	35	15	moveis_decoracao	furniture_decor	76c6e866289321a7c93b82b54852dc33	1	boleto	1	35.95
00018f77f2f0320c557190d7a144bdd3	1	e5f2d52b802189ee658865ca93d83a8f	dd7ddc04e1b6c2c614352b383efe2d36	5/3/2017 11:05:13 AM	239.9	19.93	00018f77f2f0320c557190d7a144bdd3	f6dd3ec061db4e3987629fe6b26e5cce	delivered	4/26/2017 10:53:06 AM	4/26/2017 11:05:13 AM	5/4/2017 2:35:00 PM	5/12/2017 4:04:24 PM	5/15/2017 12:00:00 AM	dd7ddc04e1b6c2c614352b383efe2d36	3471	sao paulo	SP	7b07bacd811c4117b742569b04ce3580	00018f77f2f0320c557190d7a144bdd3	4			5/13/2017 12:00:00 AM	5/15/2017 11:34:13 AM	[Table]	e5f2d52b802189ee658865ca93d83a8f	pet_shop	56	239	2	30000	50	30	40	pet_shop	pet_shop	00018f77f2f0320c557190d7a144bdd3	1	credit_card	3	259.83
0b65284a1a74114ea029b7676fdc1ba3	1	f7e0fa615b386bc9a8b9eb52bc1fff76	87142160b41353c4e5fca2360caf6f92	5/15/2017 5:02:14 AM	89.9	54.3	0b65284a1a74114ea029b7676fdc1ba3	84e14521bff8cbb289a87be1961d3d08	delivered	5/9/2017 4:33:51 AM	5/9/2017 5:02:14 AM	5/9/2017 8:18:13 AM	6/9/2017 5:12:16 PM	6/16/2017 12:00:00 AM	87142160b41353c4e5fca2360caf6f92	90230	porto alegre	RS	52c8ec046f1e71dd2f4bddc76064e43a	0b65284a1a74114ea029b7676fdc1ba3	5		e muito bom vc compra e chega no dia certo 	6/10/2017 12:00:00 AM	6/16/2017 7:09:38 AM	[Table]	f7e0fa615b386bc9a8b9eb52bc1fff76	informatica_acessorios	59	2574	1	325	21	21	21	informatica_acessorios	computers_accessories	0b65284a1a74114ea029b7676fdc1ba3	1	credit_card	7	144.2
1f31fc163d36ff823c54a14e947b5bc8	1	f7e0fa615b386bc9a8b9eb52bc1fff76	87142160b41353c4e5fca2360caf6f92	8/23/2017 10:30:05 PM	98	16.13	1f31fc163d36ff823c54a14e947b5bc8	3516fe1f76836656ef2b0606179ad3ce	delivered	8/19/2017 10:15:06 PM	8/19/2017 10:30:05 PM	8/21/2017 9:27:53 PM	8/24/2017 2:07:43 PM	9/15/2017 12:00:00 AM	87142160b41353c4e5fca2360caf6f92	90230	porto alegre	RS	0a656b310ee3e6474b4c0488b0125098	1f31fc163d36ff823c54a14e947b5bc8	5			8/25/2017 12:00:00 AM	8/25/2017 10:40:32 PM	[Table]	f7e0fa615b386bc9a8b9eb52bc1fff76	informatica_acessorios	59	2574	1	325	21	21	21	informatica_acessorios	computers_accessories	1f31fc163d36ff823c54a14e947b5bc8	1	credit_card	2	114.13
a41753c6a1d8accb89732e36243432d7	1	e3e020af31d4d89d2602272b315c3f6e	94144541854e298c2d976cb893b81343	5/18/2017 11:05:13 AM	29.9	15.79	a41753c6a1d8accb89732e36243432d7	9c2f403519bcb363683a7179f0f94bd4	delivered	5/12/2017 10:51:43 AM	5/12/2017 11:05:13 AM	5/16/2017 9:14:33 AM	5/19/2017 2:13:02 PM	6/5/2017 12:00:00 AM	94144541854e298c2d976cb893b81343	94451	viamao	RS	e40a00338817a7127bfbf45220c30e8c	a41753c6a1d8accb89732e36243432d7	4			5/20/2017 12:00:00 AM	5/21/2017 11:38:19 AM	[Table]	e3e020af31d4d89d2602272b315c3f6e	beleza_saude	58	1987	3	75	21	7	13	beleza_saude	health_beauty	a41753c6a1d8accb89732e36243432d7	1	credit_card	3	45.69
0c99132c4ff916416ba8f74c378f1cbc	1	7b32b1b87594b60dced8abb4531d2986	c9c7905cffc4ef9ff9f113554423e671	8/14/2018 7:45:22 PM	119.99	15.94	0c99132c4ff916416ba8f74c378f1cbc	476762b9609040c46aa4e7288716197d	delivered	8/10/2018 7:34:43 PM	8/10/2018 7:45:22 PM	8/13/2018 11:57:00 AM	8/17/2018 2:38:53 PM	8/31/2018 12:00:00 AM	c9c7905cffc4ef9ff9f113554423e671	6871	itapecerica da serra	SP	d1a87be03a110a1a7672a073c491d799	0c99132c4ff916416ba8f74c378f1cbc	5			8/18/2018 12:00:00 AM	8/19/2018 1:06:15 AM	[Table]	7b32b1b87594b60dced8abb4531d2986	telefonia	51	419	1	350	16	6	11	telefonia	telephony	0c99132c4ff916416ba8f74c378f1cbc	1	credit_card	4	135.93
14d9794bbb53614d12cc2df6a045f82b	1	e53e557d5a159f5aa2c5e995dfdf244b	0b90b6df587eb83608a64ea8b390cf07	1/26/2018 3:38:48 AM	99.56	17.14	14d9794bbb53614d12cc2df6a045f82b	666a4eb7699fdccd19518171e0b5a069	delivered	1/14/2018 9:10:48 PM	1/16/2018 3:38:48 AM	1/16/2018 5:36:57 PM	1/29/2018 6:08:40 PM	2/16/2018 12:00:00 AM	0b90b6df587eb83608a64ea8b390cf07	87025	maringa	PR	239fd569e8da19db25053b848f2d24e4	14d9794bbb53614d12cc2df6a045f82b	5			1/31/2018 12:00:00 AM	2/4/2018 4:44:30 PM	[Table]	e53e557d5a159f5aa2c5e995dfdf244b	informatica_acessorios	33	256	1	180	17	10	13	informatica_acessorios	computers_accessories	14d9794bbb53614d12cc2df6a045f82b	1	boleto	1	116.7
14d9794bbb53614d12cc2df6a045f82b	1	e53e557d5a159f5aa2c5e995dfdf244b	0b90b6df587eb83608a64ea8b390cf07	1/26/2018 3:38:48 AM	99.56	17.14	14d9794bbb53614d12cc2df6a045f82b	666a4eb7699fdccd19518171e0b5a069	delivered	1/14/2018 9:10:48 PM	1/16/2018 3:38:48 AM	1/16/2018 5:36:57 PM	1/29/2018 6:08:40 PM	2/16/2018 12:00:00 AM	0b90b6df587eb83608a64ea8b390cf07	87025	maringa	PR	60f93fadd7770d430b972898fb8a6e1a	14d9794bbb53614d12cc2df6a045f82b	5		Tudo certinho. Chegou antes do prazo!	1/30/2018 12:00:00 AM	1/30/2018 10:43:13 PM	[Table]	e53e557d5a159f5aa2c5e995dfdf244b	informatica_acessorios	33	256	1	180	17	10	13	informatica_acessorios	computers_accessories	14d9794bbb53614d12cc2df6a045f82b	1	boleto	1	116.7
0d2d1445891e7aba669fa2069d695601	1	72d3bf1d3a790f8874096fcf860e3eff	0bae85eb84b9fb3bd773911e89288d54	10/18/2017 4:49:33 AM	38.25	13.5	0d2d1445891e7aba669fa2069d695601	739ee2d2d5960609ad780937fd9fa282	delivered	10/9/2017 7:54:18 PM	10/11/2017 3:49:33 AM	10/11/2017 6:28:36 PM	10/16/2017 4:46:59 PM	10/26/2017 12:00:00 AM	0bae85eb84b9fb3bd773911e89288d54	88301	itajai	SP	62698b34f4b5982b8c4853afb278d82e	0d2d1445891e7aba669fa2069d695601	4			10/17/2017 12:00:00 AM	10/23/2017 10:33:11 PM	[Table]	72d3bf1d3a790f8874096fcf860e3eff	brinquedos	57	341	2	583	20	21	20	brinquedos	toys	0d2d1445891e7aba669fa2069d695601	1	boleto	1	51.75
ce6d150fb29ada17d2082f4847107665	1	638bbb2a5e4f360b71f332ddfebfd672	c4af86330efa7a2620772227d2d670c9	2/7/2018 12:31:37 PM	1299	104.66	ce6d150fb29ada17d2082f4847107665	d8acb46c718975948423dbf1b603b959	delivered	1/25/2018 11:17:02 AM	1/27/2018 12:35:38 PM	1/29/2018 6:32:40 PM	2/21/2018 5:38:51 PM	3/8/2018 12:00:00 AM	c4af86330efa7a2620772227d2d670c9	8840	mogi das cruzes	SP	350a2de6c731b09126a0b8a4c44c5236	ce6d150fb29ada17d2082f4847107665	3		"Como sugestão deveria constar mais especificação do produto.
Deveria conter juntamente co o produto o manual de instalação."	2/22/2018 12:00:00 AM	2/22/2018 10:10:53 PM	[Table]	638bbb2a5e4f360b71f332ddfebfd672	construcao_ferramentas_construcao	38	143	2	20850	100	25	50	construcao_ferramentas_construcao	construction_tools_construction	ce6d150fb29ada17d2082f4847107665	1	credit_card	10	1586.47
845af9472cc76e66fbf445931b511755	1	781afe929e3016a667f5f439afd55fce	08633c14ef2db992c11f840f04fad4cd	12/19/2017 9:30:52 AM	107.9	15.51	845af9472cc76e66fbf445931b511755	f129d18d11f1018ce2e6d436f24649fa	delivered	12/13/2017 9:15:58 AM	12/13/2017 9:30:52 AM	12/13/2017 5:51:35 PM	12/22/2017 3:53:50 PM	1/10/2018 12:00:00 AM	08633c14ef2db992c11f840f04fad4cd	9416	ribeirao pires	SP	518360600ef555ec2ccbf202ffe99523	845af9472cc76e66fbf445931b511755	4			12/23/2017 12:00:00 AM	12/26/2017 12:21:30 PM	[Table]	781afe929e3016a667f5f439afd55fce	esporte_lazer	42	590	1	400	18	18	18	esporte_lazer	sports_leisure	845af9472cc76e66fbf445931b511755	1	credit_card	5	123.41
aa600269bffea363cca75ad2d1908903	1	aca2eb7d00ea1a7b8ebd4e68314663af	955fee9216a65b617aa5c0531780ce60	1/23/2018 3:38:42 AM	69.9	23.36	aa600269bffea363cca75ad2d1908903	f89539977cb5c6e5d6ba2e662ed6496e	delivered	1/14/2018 5:46:11 PM	1/16/2018 3:38:42 AM	1/17/2018 2:45:01 AM	1/25/2018 8:58:39 PM	2/19/2018 12:00:00 AM	955fee9216a65b617aa5c0531780ce60	4782	sao paulo	SP	2d698bd5da2b0a7b7297523200af31b8	aa600269bffea363cca75ad2d1908903	5		Otimo produto	1/26/2018 12:00:00 AM	1/28/2018 11:26:05 PM	[Table]	aca2eb7d00ea1a7b8ebd4e68314663af	moveis_decoracao	44	903	6	2600	50	10	30	moveis_decoracao	furniture_decor	aa600269bffea363cca75ad2d1908903	1	boleto	1	93.26
487c1451b8fd7347d0e80e5aca887e91	1	d952c09021388fd5b1e5f914f559fb10	2138ccb85b11a4ec1e37afbd1c8eda1f	3/27/2017 8:50:00 AM	18.99	14.52	487c1451b8fd7347d0e80e5aca887e91	ca454a420355c83f95fe93083dc31c81	delivered	3/21/2017 8:50:00 AM	3/21/2017 8:50:00 AM	3/22/2017 9:12:25 AM	3/28/2017 12:40:14 PM	4/11/2017 12:00:00 AM	2138ccb85b11a4ec1e37afbd1c8eda1f	8250	sao paulo	SP	1ff5c1761f980be09d8c411da841640b	487c1451b8fd7347d0e80e5aca887e91	3		"O problema da capinha que recebi é que não da pra usar o carregador usando a capinha, tenho que tirar a capa para colocar o celular pra carregar.
"	3/29/2017 12:00:00 AM	3/30/2017 11:58:51 AM	[Table]	d952c09021388fd5b1e5f914f559fb10	telefonia	32	366	3	75	18	3	12	telefonia	telephony	487c1451b8fd7347d0e80e5aca887e91	2	voucher	1	30
0a9716da94d89975e6637874280aadad	1	aca2eb7d00ea1a7b8ebd4e68314663af	955fee9216a65b617aa5c0531780ce60	1/12/2018 10:07:12 AM	69.9	13.08	0a9716da94d89975e6637874280aadad	37a666dbb2abfacc9f41952996a06793	delivered	1/6/2018 9:59:00 AM	1/6/2018 10:07:12 AM	1/9/2018 11:47:26 PM	1/10/2018 8:51:54 PM	1/26/2018 12:00:00 AM	955fee9216a65b617aa5c0531780ce60	4782	sao paulo	SP	eb8de7f170ca7f29c04ea3e971fdefd5	0a9716da94d89975e6637874280aadad	4		Recebi de maneira rápida e eficiente	1/11/2018 12:00:00 AM	1/13/2018 11:22:31 PM	[Table]	aca2eb7d00ea1a7b8ebd4e68314663af	moveis_decoracao	44	903	6	2600	50	10	30	moveis_decoracao	furniture_decor	0a9716da94d89975e6637874280aadad	1	credit_card	10	165.96
